,País,Tipo_Base_de_Dados,Ano,Cod_Estado,Estado,Cod_Município,Município,Nível_dos_Dados,Ocorrência,Tipo_de_Violência,Sexo,Faixa_Etária,Raça,Arma,Agressor,Violência_Doméstica,Quantidade_de_Casos,Taxa,População
192517,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,0-14,,Arma Branca,,Não,6,,
192518,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,0-14,,Arma de Fogo,,Não,2,,
192519,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,0-14,,Não Especificado,,Não,127,,
192520,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,0-14,,Queimadura,,Não,1,,
192521,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,0-14,,Sem Armas,,Não,1,,
192522,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,15-29,,Arma Branca,,Não,49,,
192523,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,15-29,,Arma de Fogo,,Não,33,,
192524,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,15-29,,Envenenamento,,Não,1,,
192525,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,15-29,,Meio Eletrônico,,Não,1,,
192526,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,15-29,,Não Especificado,,Não,1607,,
192527,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,15-29,,Queimadura,,Não,4,,
192528,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,15-29,,Sem Armas,,Não,21,,
192529,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,15-29,,Veículo,,Não,2,,
192530,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,30-44,,Arma Branca,,Não,37,,
192531,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,30-44,,Arma de Fogo,,Não,13,,
192532,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,30-44,,Não Especificado,,Não,1171,,
192533,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,30-44,,Queimadura,,Não,3,,
192534,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,30-44,,Sem Armas,,Não,23,,
192535,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,30-44,,Veículo,,Não,3,,
192536,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,45-65,,Sem Armas,,Não,1,,
192537,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,45-65,,Arma Branca,,Não,45,,
192538,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,45-65,,Arma de Fogo,,Não,23,,
192539,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,45-65,,Envenenamento,,Não,2,,
192540,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,45-65,,Não Especificado,,Não,1431,,
192541,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,45-65,,Queimadura,,Não,3,,
192542,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,45-65,,Sem Armas,,Não,27,,
192543,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,45-65,,Veículo,,Não,1,,
192544,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,65+,,Arma Branca,,Não,5,,
192545,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,65+,,Arma de Fogo,,Não,1,,
192546,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,65+,,Não Especificado,,Não,131,,
192547,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,não especificado,,Arma Branca,,Não,1,,
192548,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ameaça,Violência Psicológica,Mulher,não especificado,,Não Especificado,,Não,27,,
192549,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Assédio Sexual,Violência Sexual,Mulher,0-14,,Não Especificado,,Não,3,,
192550,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Assédio Sexual,Violência Sexual,Mulher,15-29,,Não Especificado,,Não,8,,
192551,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Assédio Sexual,Violência Sexual,Mulher,30-44,,Não Especificado,,Não,2,,
192552,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Assédio Sexual,Violência Sexual,Mulher,45-65,,Não Especificado,,Não,2,,
192553,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Assédio Sexual,Violência Sexual,Mulher,não especificado,,Não Especificado,,Não,1,,
192554,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ato Obsceno,Violência Sexual,Mulher,0-14,,Não Especificado,,Não,4,,
192555,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ato Obsceno,Violência Sexual,Mulher,15-29,,Não Especificado,,Não,11,,
192556,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ato Obsceno,Violência Sexual,Mulher,30-44,,Não Especificado,,Não,3,,
192557,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Ato Obsceno,Violência Sexual,Mulher,45-65,,Não Especificado,,Não,9,,
192558,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Calúnia,Violência Moral,Mulher,0-14,,Não Especificado,,Não,2,,
192559,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Calúnia,Violência Moral,Mulher,15-29,,Não Especificado,,Não,26,,
192560,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Calúnia,Violência Moral,Mulher,30-44,,Não Especificado,,Não,12,,
192561,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Calúnia,Violência Moral,Mulher,30-44,,Sem Armas,,Não,1,,
192562,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Calúnia,Violência Moral,Mulher,45-65,,Não Especificado,,Não,30,,
192563,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Calúnia,Violência Moral,Mulher,65+,,Não Especificado,,Não,3,,
192564,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Calúnia,Violência Moral,Mulher,não especificado,,Não Especificado,,Não,1,,
192565,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Constrangimento ilegal,Violência Psicológica,Mulher,0-14,,Não Especificado,,Não,3,,
192566,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Constrangimento ilegal,Violência Psicológica,Mulher,15-29,,Não Especificado,,Não,19,,
192567,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Constrangimento ilegal,Violência Psicológica,Mulher,30-44,,Não Especificado,,Não,19,,
192568,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Constrangimento ilegal,Violência Psicológica,Mulher,45-65,,Não Especificado,,Não,34,,
192569,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Constrangimento ilegal,Violência Psicológica,Mulher,65+,,Não Especificado,,Não,4,,
192570,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Constrangimento ilegal,Violência Psicológica,Mulher,não especificado,,Não Especificado,,Não,1,,
192571,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,0-14,,Não Especificado,,Não,1,,
192572,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,0-14,,Sem Armas,,Não,1,,
192573,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,15-29,,Arma Branca,,Não,4,,
192574,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,15-29,,Envenenamento,,Não,1,,
192575,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,15-29,,Não Especificado,,Não,117,,
192576,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,15-29,,Queimadura,,Não,3,,
192577,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,15-29,,Sem Armas,,Não,2,,
192578,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,15-29,,Veículo,,Não,1,,
192579,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,30-44,,Arma Branca,,Não,7,,
192580,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,30-44,,Envenenamento,,Não,2,,
192581,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,30-44,,Não Especificado,,Não,136,,
192582,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,30-44,,Queimadura,,Não,2,,
192583,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,30-44,,Sem Armas,,Não,5,,
192584,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,30-44,,Veículo,,Não,2,,
192585,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,45-65,,Arma Branca,,Não,10,,
192586,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,45-65,,Arma de Fogo,,Não,1,,
192587,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,45-65,,Envenenamento,,Não,2,,
192588,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,45-65,,Não Especificado,,Não,283,,
192589,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,45-65,,Queimadura,,Não,6,,
192590,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,45-65,,Sem Armas,,Não,2,,
192591,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,45-65,,Veículo,,Não,1,,
192592,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,65+,,Arma Branca,,Não,1,,
192593,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,65+,,Envenenamento,,Não,1,,
192594,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,65+,,Não Especificado,,Não,40,,
192595,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,65+,,Queimadura,,Não,1,,
192596,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,65+,,Veículo,,Não,1,,
192597,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Dano,Violência Patrimonial,Mulher,não especificado,,Não Especificado,,Não,2,,
192598,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Difamação,Violência Moral,Mulher,0-14,,Não Especificado,,Não,6,,
192599,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Difamação,Violência Moral,Mulher,15-29,,Não Especificado,,Não,74,,
192600,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Difamação,Violência Moral,Mulher,15-29,,Sem Armas,,Não,4,,
192601,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Difamação,Violência Moral,Mulher,30-44,,Envenenamento,,Não,1,,
192602,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Difamação,Violência Moral,Mulher,30-44,,Não Especificado,,Não,64,,
192603,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Difamação,Violência Moral,Mulher,30-44,,Sem Armas,,Não,1,,
192604,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Difamação,Violência Moral,Mulher,45-65,,Não Especificado,,Não,97,,
192605,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Difamação,Violência Moral,Mulher,45-65,,Sem Armas,,Não,5,,
192606,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Difamação,Violência Moral,Mulher,65+,,Não Especificado,,Não,9,,
192607,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Difamação,Violência Moral,Mulher,não especificado,,Não Especificado,,Não,1,,
192608,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Estupro,Violência Sexual,Mulher,0-14,,Não Especificado,,Não,6,,
192609,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Estupro,Violência Sexual,Mulher,15-29,,Arma Branca,,Não,2,,
192610,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Estupro,Violência Sexual,Mulher,15-29,,Arma de Fogo,,Não,1,,
192611,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Estupro,Violência Sexual,Mulher,15-29,,Não Especificado,,Não,20,,
192612,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Estupro,Violência Sexual,Mulher,15-29,,Sem Armas,,Não,1,,
192613,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Estupro,Violência Sexual,Mulher,30-44,,Arma Branca,,Não,1,,
192614,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Estupro,Violência Sexual,Mulher,30-44,,Arma de Fogo,,Não,1,,
192615,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Estupro,Violência Sexual,Mulher,30-44,,Não Especificado,,Não,6,,
192616,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Estupro,Violência Sexual,Mulher,45-65,,Arma Branca,,Não,1,,
192617,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Estupro,Violência Sexual,Mulher,45-65,,Não Especificado,,Não,4,,
192618,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Homicídio Doloso,Violência Física,Mulher,30-44,,Arma Branca,,Não,1,,
192619,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Homicídio Doloso,Violência Física,Mulher,45-65,,Arma de Fogo,,Não,1,,
192620,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Importunação Ofensiva ao Pudor,Violência Sexual,Mulher,0-14,,Não Especificado,,Não,7,,
192621,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Importunação Ofensiva ao Pudor,Violência Sexual,Mulher,15-29,,Não Especificado,,Não,11,,
192622,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Importunação Ofensiva ao Pudor,Violência Sexual,Mulher,30-44,,Não Especificado,,Não,3,,
192623,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Importunação Ofensiva ao Pudor,Violência Sexual,Mulher,45-65,,Não Especificado,,Não,1,,
192624,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Importunação Ofensiva ao Pudor,Violência Sexual,Mulher,65+,,Não Especificado,,Não,1,,
192625,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Injúria,Violência Moral,Mulher,0-14,,Não Especificado,,Não,11,,
192626,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Injúria,Violência Moral,Mulher,15-29,,Não Especificado,,Não,86,,
192627,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Injúria,Violência Moral,Mulher,30-44,,Não Especificado,,Não,112,,
192628,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Injúria,Violência Moral,Mulher,30-44,,Sem Armas,,Não,2,,
192629,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Injúria,Violência Moral,Mulher,45-65,,Envenenamento,,Não,1,,
192630,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Injúria,Violência Moral,Mulher,45-65,,Não Especificado,,Não,161,,
192631,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Injúria,Violência Moral,Mulher,45-65,,Sem Armas,,Não,5,,
192632,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Injúria,Violência Moral,Mulher,65+,,Não Especificado,,Não,24,,
192633,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Injúria,Violência Moral,Mulher,não especificado,,Não Especificado,,Não,2,,
192634,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Lesão Corporal Dolosa,Violência Física,Mulher,0-14,,Arma Branca,,Não,3,,
192635,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Lesão Corporal Dolosa,Violência Física,Mulher,0-14,,Arma de Fogo,,Não,1,,
192636,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Lesão Corporal Dolosa,Violência Física,Mulher,0-14,,Não Especificado,,Não,113,,
192637,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Lesão Corporal Dolosa,Violência Física,Mulher,0-14,,Queimadura,,Não,1,,
192638,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Lesão Corporal Dolosa,Violência Física,Mulher,0-14,,Veículo,,Não,2,,
192639,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Lesão Corporal Dolosa,Violência Física,Mulher,15-29,,Sem Armas,,Não,1,,
192640,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Lesão Corporal Dolosa,Violência Física,Mulher,15-29,,Arma Branca,,Não,51,,
192641,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Lesão Corporal Dolosa,Violência Física,Mulher,15-29,,Arma de Fogo,,Não,5,,
192642,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Lesão Corporal Dolosa,Violência Física,Mulher,15-29,,Não Especificado,,Não,748,,
192643,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Lesão Corporal Dolosa,Violência Física,Mulher,15-29,,Queimadura,,Não,2,,
192644,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Lesão Corporal Dolosa,Violência Física,Mulher,15-29,,Veículo,,Não,5,,
192645,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Lesão Corporal Dolosa,Violência Física,Mulher,30-44,,Sem Armas,,Não,1,,
192646,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Lesão Corporal Dolosa,Violência Física,Mulher,30-44,,Arma Branca,,Não,28,,
192647,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Lesão Corporal Dolosa,Violência Física,Mulher,30-44,,Arma de Fogo,,Não,2,,
192648,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Lesão Corporal Dolosa,Violência Física,Mulher,30-44,,Não Especificado,,Não,379,,
192649,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Lesão Corporal Dolosa,Violência Física,Mulher,30-44,,Sem Armas,,Não,1,,
192650,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Lesão Corporal Dolosa,Violência Física,Mulher,30-44,,Veículo,,Não,1,,
192651,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Lesão Corporal Dolosa,Violência Física,Mulher,45-65,,Sem Armas,,Não,2,,
192652,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Lesão Corporal Dolosa,Violência Física,Mulher,45-65,,Arma Branca,,Não,27,,
192653,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Lesão Corporal Dolosa,Violência Física,Mulher,45-65,,Não Especificado,,Não,352,,
192654,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Lesão Corporal Dolosa,Violência Física,Mulher,45-65,,Sem Armas,,Não,1,,
192655,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Lesão Corporal Dolosa,Violência Física,Mulher,65+,,Arma Branca,,Não,2,,
192656,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Lesão Corporal Dolosa,Violência Física,Mulher,65+,,Não Especificado,,Não,45,,
192657,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Lesão Corporal Dolosa,Violência Física,Mulher,não especificado,,Não Especificado,,Não,10,,
192658,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Lesão Corporal Dolosa Seguida de Morte,Violência Física,Mulher,45-65,,Arma Branca,,Não,1,,
192659,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Tentativa de estupro,Violência Sexual,Mulher,0-14,,Não Especificado,,Não,2,,
192660,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Tentativa de estupro,Violência Sexual,Mulher,15-29,,Não Especificado,,Não,2,,
192661,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Tentativa de estupro,Violência Sexual,Mulher,30-44,,Não Especificado,,Não,3,,
192662,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Tentativa de estupro,Violência Sexual,Mulher,45-65,,Não Especificado,,Não,3,,
192663,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Tentativa de Homicídio,Violência Física,Mulher,0-14,,Não Especificado,,Não,2,,
192664,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Tentativa de Homicídio,Violência Física,Mulher,15-29,,Sem Armas,,Não,1,,
192665,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Tentativa de Homicídio,Violência Física,Mulher,15-29,,Arma Branca,,Não,2,,
192666,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Tentativa de Homicídio,Violência Física,Mulher,15-29,,Arma de Fogo,,Não,8,,
192667,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Tentativa de Homicídio,Violência Física,Mulher,15-29,,Não Especificado,,Não,1,,
192668,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Tentativa de Homicídio,Violência Física,Mulher,30-44,,Arma Branca,,Não,3,,
192669,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Tentativa de Homicídio,Violência Física,Mulher,30-44,,Arma de Fogo,,Não,4,,
192670,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Tentativa de Homicídio,Violência Física,Mulher,45-65,,Arma Branca,,Não,1,,
192671,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Tentativa de Homicídio,Violência Física,Mulher,45-65,,Arma de Fogo,,Não,1,,
192672,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Tentativa de Homicídio,Violência Física,Mulher,45-65,,Não Especificado,,Não,1,,
192673,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Tentativa de Homicídio,Violência Física,Mulher,65+,,Sem Armas,,Não,1,,
192674,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Tentativa de Homicídio,Violência Física,Mulher,65+,,Queimadura,,Não,1,,
192675,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Tentativa de Homicídio,Violência Física,Mulher,não especificado,,Arma de Fogo,,Não,1,,
192676,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Violação de Domicílio,Violência Patrimonial,Mulher,15-29,,Arma Branca,,Não,1,,
192677,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Violação de Domicílio,Violência Patrimonial,Mulher,15-29,,Não Especificado,,Não,10,,
192678,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Violação de Domicílio,Violência Patrimonial,Mulher,15-29,,Sem Armas,,Não,1,,
192679,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Violação de Domicílio,Violência Patrimonial,Mulher,30-44,,Não Especificado,,Não,7,,
192680,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Violação de Domicílio,Violência Patrimonial,Mulher,30-44,,Sem Armas,,Não,1,,
192681,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Violação de Domicílio,Violência Patrimonial,Mulher,45-65,,Sem Armas,,Não,1,,
192682,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Violação de Domicílio,Violência Patrimonial,Mulher,45-65,,Não Especificado,,Não,16,,
192683,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Violação de Domicílio,Violência Patrimonial,Mulher,45-65,,Sem Armas,,Não,1,,
192684,Brasil,Segurança,2012,31,Minas Gerais,313670,Juiz De Fora,Município,Violação de Domicílio,Violência Patrimonial,Mulher,65+,,Não Especificado,,Não,2,,
